,user,tweet,stem,label,tokenizing
708,Tiara Ambar,"Mentang""polisi yg nama ya si infus ya kluar darah pa aneh",mentang polisi nama ya si infus ya kluar darah pa aneh,0,"['mentang', 'polisi', 'yg', 'nama', 'ya', 'si', 'infus', 'ya', 'kluar', 'darah', 'pa', 'aneh']"
709,Hendri Hendri,Jangan ada kata maap. .....HUKUM DIA YG ANARKIS,maap hukum anarkis,-1,"['jangan', 'ada', 'kata', 'maap', 'hukum', 'dia', 'yg', 'anarkis']"
710,Ka Mami,Lawan mana pengaman nya lemah banget,lawan kam lemah banget,-1,"['lawan', 'mana', 'pengaman', 'nya', 'lemah', 'banget']"
711,Edoy Doy,Apa yang dilakukan susternya dari awal sampai akhir harus jelas jg. Semua harus tau sebenarnya apa yang membuat bapak pasien ini se-emosi ini.,suster tau pasien emosi,1,"['apa', 'yang', 'dilakukan', 'susternya', 'dari', 'awal', 'sampai', 'akhir', 'harus', 'jelas', 'jg', 'semua', 'harus', 'tau', 'sebenarnya', 'apa', 'yang', 'membuat', 'bapak', 'pasien', 'ini', 'se', 'emosi', 'ini']"
712,Firmansyah,Disini baru saya faham bedanya masuk umum dgn BPJS,faham beda masuk dgn bpjs,0,"['disini', 'baru', 'saya', 'faham', 'bedanya', 'masuk', 'umum', 'dgn', 'bpjs']"
713,Firman Faiz Hidayat,Fungsi semeriti apaan ? Badan doang bongsor,fungsi rit badan doang bongsor,0,"['fungsi', 'semeriti', 'apaan', 'badan', 'doang', 'bongsor']"
714,Axelsenrizal,mau polisi mah klo di tempat umum kita sama rata...,polisi mah klo,0,"['mau', 'polisi', 'mah', 'klo', 'di', 'tempat', 'umum', 'kita', 'sama', 'rata']"
715,Azka Agastya,Satpam e jian ra guna,satpam e jian ra,0,"['satpam', 'e', 'jian', 'ra', 'guna']"
716,Ronny Mnda,"Suruh dia pasang sendri infus,binatang...dia pikir gampang ..dasar biadap.",suruh pasang sendri infus binatang pikir gampang dasar biadap,0,"['suruh', 'dia', 'pasang', 'sendri', 'infus', 'binatang', 'dia', 'pikir', 'gampang', 'dasar', 'biadap']"
717,Glenn Korah,"Woiii,,,Lo Gak Ada Ahklaak.!!!",woiii lo ahklaak,0,"['woiii', 'lo', 'gak', 'ada', 'ahklaak']"
718,Fhaoel,"Blacklist aja tuh sekeluarga, jgn boleh berobat di RS mana pun,...biar diinfus"" sendiri, diobat""i sendiri,..",blacklist aja tuh keluarga jgn obat rs biar infus obat i,0,"['blacklist', 'aja', 'tuh', 'sekeluarga', 'jgn', 'boleh', 'berobat', 'di', 'rs', 'mana', 'pun', 'biar', 'diinfus', 'sendiri', 'diobat', 'i', 'sendiri']"
719,Chin's Wijaya,"Bentar lagi ganti, gua OKNUM!!! Wkwkwkwk",bentar ganti gua oknum wkwkwkwk,-1,"['bentar', 'lagi', 'ganti', 'gua', 'oknum', 'wkwkwkwk']"
720,Mamengzah Jurukunci Kuburankidul,Di tusuk jarum y berdarah bego y kterlaluan hahhahaa,tusuk jarum y darah bego y kterlaluan hahhahaa,0,"['di', 'tusuk', 'jarum', 'y', 'berdarah', 'bego', 'y', 'kterlaluan', 'hahhahaa']"
721,Asep Saputra,itu scurity nya ko diem aj sih,scurity ko diem aj sih,0,"['itu', 'scurity', 'nya', 'ko', 'diem', 'aj', 'sih']"
722,Andi Harun Razman Al-Bugisi,Satpam nya melawak kah ini?,satpam lawak kah,0,"['satpam', 'nya', 'melawak', 'kah', 'ini']"
723,Ka Mami,Wah duh s penjarakan  penganiyaan,duh s penjara penganiyaan,-1,"['wah', 'duh', 's', 'penjarakan', 'penganiyaan']"
724,Robbi Thedja,Makanya anaknya jgn sakit jadi ngga usah di infus... ngatur2 perawat.. proses,anak jgn sakit infus ngatur awat proses,-1,"['makanya', 'anaknya', 'jgn', 'sakit', 'jadi', 'ngga', 'usah', 'di', 'infus', 'ngatur', 'perawat', 'proses']"
725,Nungky Anggraheni,Aku membawa barang indri dmn barang aku semua,bawa barang indri dmn barang,0,"['aku', 'membawa', 'barang', 'indri', 'dmn', 'barang', 'aku', 'semua']"
726,Na Na Na Sampit,Yg baju item item itu satpam kh bukan.. Ko diam gt..,baju item item satpam kh ko diam gt,0,"['yg', 'baju', 'item', 'item', 'itu', 'satpam', 'kh', 'bukan', 'ko', 'diam', 'gt']"
727,Roman Kobel,Itu yg mukulin polisi?,mukulin polisi,0,"['itu', 'yg', 'mukulin', 'polisi']"
728,LaLa LaLa,Kesyel sm satpamnya juga,kesyel sm satpam,0,"['kesyel', 'sm', 'satpamnya', 'juga']"
729,Abu Tamami,"Oh,itu polisi ya?",oh polisi ya,0,"['oh', 'itu', 'polisi', 'ya']"
730,Nungky Anggraheni,Aku gak punya hutang dan janji sama kamu kenapa kamu membawa barang aku,hutang janji bawa barang,0,"['aku', 'gak', 'punya', 'hutang', 'dan', 'janji', 'sama', 'kamu', 'kenapa', 'kamu', 'membawa', 'barang', 'aku']"
731,Ahmad Ramadhan Mursalin,Tuntut penjara n pencemaran nama baik nominal tanpa batas,tuntut penjara n cemar nama nominal batas,-1,"['tuntut', 'penjara', 'n', 'pencemaran', 'nama', 'baik', 'nominal', 'tanpa', 'batas']"
732,Said Saifulloh,Lucu amat ngeliat bpk2 ini.....biasa ke dukun kayanya,lucu ngeliat bpk dukun kaya,0,"['lucu', 'amat', 'ngeliat', 'bpk', 'ini', 'biasa', 'ke', 'dukun', 'kayanya']"
733,Rony Rea Reo,Wooowww oknum polisi kok sperti it,wooowww oknum polisi sperti,0,"['wooowww', 'oknum', 'polisi', 'kok', 'sperti', 'it']"
734,Dodik Gomblo,Sekuriti kek kebo diam aje.,sekuriti kebo diam aje,0,"['sekuriti', 'kek', 'kebo', 'diam', 'aje']"
735,Wahyu Hidayat,perawat gajinya gak seberapa tapi pasien nya merasa raja,awat gaji pasien raja,1,"['perawat', 'gajinya', 'gak', 'seberapa', 'tapi', 'pasien', 'nya', 'merasa', 'raja']"
736,Nana Putra P,Mnding gk usah di tanganin tuh kluarga,mnding gk tanganin tuh kluarga,0,"['mnding', 'gk', 'usah', 'di', 'tanganin', 'tuh', 'kluarga']"
737,Nungky Anggraheni,Gak perluh menyatukan aku sama amir,perluh satu amir,0,"['gak', 'perluh', 'menyatukan', 'aku', 'sama', 'amir']"
738,Gunawan Gombret,Gini jadi nya kalo jadi polisi hasil bantuan orang dalam,gin kalo polisi hasil bantu orang,0,"['gini', 'jadi', 'nya', 'kalo', 'jadi', 'polisi', 'hasil', 'bantuan', 'orang', 'dalam']"
739,Opendry Marbun,Gak diperlakukan sama gak asik,laku asik,0,"['gak', 'diperlakukan', 'sama', 'gak', 'asik']"
740,Nungky Anggraheni,Aku gak mengambil barang kamu kenapa barang aku kamu ambil,ambil barang barang ambil,0,"['aku', 'gak', 'mengambil', 'barang', 'kamu', 'kenapa', 'barang', 'aku', 'kamu', 'ambil']"
741,Kurnia Sandy,Suruh impus pake pistol,suruh impus pake pistol,0,"['suruh', 'impus', 'pake', 'pistol']"
742,Dian Gaul,Satpam,satpam,0,['satpam']
743,Nungky Anggraheni,Aku mohon kali ini saja aku repotkan kamu dimana barang aku semua,mohon kali repot mana barang,0,"['aku', 'mohon', 'kali', 'ini', 'saja', 'aku', 'repotkan', 'kamu', 'dimana', 'barang', 'aku', 'semua']"
744,Indra Slamet,Kita tunggu kata kata Maaf sambil nangis dari si laki laki Cemen yg sok jago....,tunggu maaf nang si laki laki cemen sok jago,0,"['kita', 'tunggu', 'kata', 'kata', 'maaf', 'sambil', 'nangis', 'dari', 'si', 'laki', 'laki', 'cemen', 'yg', 'sok', 'jago']"
745,Uchiha Dhudy,"nga usah dirawat anaknya, biarkan ajha mati, susah amat, orang bgitu nga usah ditolongi, biarin dia yg obatin anaknya",nga rawat anak biar ajha mati susah orang bgitu nga tolong biarin obatin anak,-1,"['nga', 'usah', 'dirawat', 'anaknya', 'biarkan', 'ajha', 'mati', 'susah', 'amat', 'orang', 'bgitu', 'nga', 'usah', 'ditolongi', 'biarin', 'dia', 'yg', 'obatin', 'anaknya']"
746,Nungky Anggraheni,Apa aku pernah pegang barangmu enggak kenapa kamu pegang barangku,pegang barang pegang barang,0,"['apa', 'aku', 'pernah', 'pegang', 'barangmu', 'enggak', 'kenapa', 'kamu', 'pegang', 'barangku']"
747,North,Nunggu minta maaf nya,nunggu maaf,1,"['nunggu', 'minta', 'maaf', 'nya']"
748,Bayulfashlan,Orang mana tuh.???,orang tuh,0,"['orang', 'mana', 'tuh']"
749,Sugeng Wiyono,coba kedukun aman kg diinfus,coba dukun aman kg infus,0,"['coba', 'kedukun', 'aman', 'kg', 'diinfus']"
750,Steven Richard,"Percuma lapor polisi... Toh bapak nya yang ngeroyok polisi juga... Paling suruh damai... Bawa ke komisi perlindungan wanita, komnasham, ama ke polri biar bisa kena sanksi...",lapor polisi ngeroyok polisi suruh damai bawa komisi lindung wanita komnasham ama polri biar kena sanksi,1,"['percuma', 'lapor', 'polisi', 'toh', 'bapak', 'nya', 'yang', 'ngeroyok', 'polisi', 'juga', 'paling', 'suruh', 'damai', 'bawa', 'ke', 'komisi', 'perlindungan', 'wanita', 'komnasham', 'ama', 'ke', 'polri', 'biar', 'bisa', 'kena', 'sanksi']"
751,Fahrul Didi,Gue gemes Ama satpam Nye,gue gemes ama satpam nye,0,"['gue', 'gemes', 'ama', 'satpam', 'nye']"
752,Asparin Rin,Macem binatang dan tak punyak akal iti si botak,macem binatang punyak akal iti si botak,-1,"['macem', 'binatang', 'dan', 'tak', 'punyak', 'akal', 'iti', 'si', 'botak']"
753,Bonsai Alam,Emang kalau lo polisi bisa berbuat semena mena sombong sekali anda,emang lo polisi buat semena mena sombong,-1,"['emang', 'kalau', 'lo', 'polisi', 'bisa', 'berbuat', 'semena', 'mena', 'sombong', 'sekali', 'anda']"
754,Raden Adnan,Satpam RS nya kenapa gak bertindak tegas,satpam rs tindak,0,"['satpam', 'rs', 'nya', 'kenapa', 'gak', 'bertindak', 'tegas']"
755,Nungky Anggraheni,Tolong jawab dgn jujur dmn kamu taruk brg aku semua,tolong dgn jujur dmn taruk brg,1,"['tolong', 'jawab', 'dgn', 'jujur', 'dmn', 'kamu', 'taruk', 'brg', 'aku', 'semua']"
756,Stya Fermana,Suruh bawa ke dukun aja. Jangan ke rs,suruh bawa dukun aja rs,-1,"['suruh', 'bawa', 'ke', 'dukun', 'aja', 'jangan', 'ke', 'rs']"
757,Mohammad Rizki,Malu maluin nama bawa polisi,malu maluin nama bawa polisi,-1,"['malu', 'maluin', 'nama', 'bawa', 'polisi']"
758,Ila Widara,Yg pake baju dongker diem aja tuh,pake baju dongker diem aja tuh,0,"['yg', 'pake', 'baju', 'dongker', 'diem', 'aja', 'tuh']"
759,Eckha Rockabilly,Ga ush pake klarifikasi biar kapok,ga ush pake klarifikasi biar kapok,0,"['ga', 'ush', 'pake', 'klarifikasi', 'biar', 'kapok']"
760,Idris Kancill,tulah klo lulus hasil sogok,tulah klo lulus hasil sogok,0,"['tulah', 'klo', 'lulus', 'hasil', 'sogok']"
761,Rangga Adit Levi,Ya sakit bukan kita yang minta....,ya sakit,-1,"['ya', 'sakit', 'bukan', 'kita', 'yang', 'minta']"
762,Achmadyazid,durasi jambaknya kurang Lamaa,durasi jambak lamaa,0,"['durasi', 'jambaknya', 'kurang', 'lamaa']"
763,Atiex Atux,Org nya menyesal tp mo gimna lagi nasi sudah jadi bubur buat pelajaran untk yg lain juga jangan main pukul seenak udel e dewe krn negara kita negra Hukum,org sesal mo gimna nasi bubur ajar untk main enak udel e dewe krn negara negra hukum,1,"['org', 'nya', 'menyesal', 'tp', 'mo', 'gimna', 'lagi', 'nasi', 'sudah', 'jadi', 'bubur', 'buat', 'pelajaran', 'untk', 'yg', 'lain', 'juga', 'jangan', 'main', 'pukul', 'seenak', 'udel', 'e', 'dewe', 'krn', 'negara', 'kita', 'negra', 'hukum']"
764,Rinjani Herman,Aku loh kemarin darah di tangan sampai moncorot kayak geni sakit nya luar bisa dan suster nya kasar aku diyem aja.,loh kemarin darah tangan moncorot kayak gen sakit suster kasar diyem aja,-1,"['aku', 'loh', 'kemarin', 'darah', 'di', 'tangan', 'sampai', 'moncorot', 'kayak', 'geni', 'sakit', 'nya', 'luar', 'bisa', 'dan', 'suster', 'nya', 'kasar', 'aku', 'diyem', 'aja']"
765,Lingga Terate Sie,Hallo pak....,hallo,0,"['hallo', 'pak']"
766,Nyayu Ayuu,Dah dilaporin,dah dilaporin,0,"['dah', 'dilaporin']"
767,Dwi,Dia polisi kah? Kok Ngomong 2 polisi,polisi kah ngomong polisi,0,"['dia', 'polisi', 'kah', 'kok', 'ngomong', 'polisi']"
768,Paimo Solo,Trs kl elu ngaku aparat.Lu bs pukuli orang??Tuntut sj.Biar dipecat,trs kl elu ngaku aparat lu bs pukul orang tuntut sj biar pecat,0,"['trs', 'kl', 'elu', 'ngaku', 'aparat', 'lu', 'bs', 'pukuli', 'orang', 'tuntut', 'sj', 'biar', 'dipecat']"
769,Re Ya,Aku diambil sample darah nya sampai lebam gini aku gak Marah,ambil sample darah lebam gin marah,-1,"['aku', 'diambil', 'sample', 'darah', 'nya', 'sampai', 'lebam', 'gini', 'aku', 'gak', 'marah']"
770,Farid Ari Purnawan,Dan akhirnya,,0,"['dan', 'akhirnya']"
771,Paimo Solo,"sj,+pasal penganiayaan.Coba elu mau apa?",sj pasal aniaya coba elu,0,"['sj', 'pasal', 'penganiayaan', 'coba', 'elu', 'mau', 'apa']"
772,Refli,Otw ditangkap klo ga minta maaf nih,otw tangkap klo ga maaf,1,"['otw', 'ditangkap', 'klo', 'ga', 'minta', 'maaf', 'nih']"
773,Supri Yanto,Padahal masih lucu lucunya sudah hilang ...... kasihan netxen +62,lucu lucu hilang kasihan netxen,-1,"['padahal', 'masih', 'lucu', 'lucunya', 'sudah', 'hilang', 'kasihan', 'netxen']"
774,Alif,Pelkunya segera di tangkap aja .lalu di tonjok 100 x,pelkunya tangkap aja tonjok,0,"['pelkunya', 'segera', 'di', 'tangkap', 'aja', 'lalu', 'di', 'tonjok', 'x']"
775,Sara Pawitra,Pelaku udah pake baju baru weee,laku udah pake baju weee,0,"['pelaku', 'udah', 'pake', 'baju', 'baru', 'weee']"
776,Khodijah,Tendang tytyd nya gemazzz saya liat nya,tendang tytyd gemazzz liat,0,"['tendang', 'tytyd', 'nya', 'gemazzz', 'saya', 'liat', 'nya']"
777,Wijaya Saputra,"Yg goblok itu security nya, sudah tau ada insiden kaya gitu malah diem aja....",goblok security tau insiden kaya gitu diem aja,1,"['yg', 'goblok', 'itu', 'security', 'nya', 'sudah', 'tau', 'ada', 'insiden', 'kaya', 'gitu', 'malah', 'diem', 'aja']"
778,REVANZKY AZHURA ID,Di tolong ko kaya ajing..dsr kewn liarr tuh pasien.,tolong ko kaya ajing dsr kewn liarr tuh pasien,1,"['di', 'tolong', 'ko', 'kaya', 'ajing', 'dsr', 'kewn', 'liarr', 'tuh', 'pasien']"
779,Klinik Afiyah,,nan,0,['nan']
780,Klinik Afiyah,,nan,0,['nan']
781,REVANZKY AZHURA ID,Klo q yg jd perwat nya ku cekik tuh ank psien mpe modar di tolong gk tau diri bget,klo q jd perwat ku cekik tuh ank psien mpe modar tolong gk tau bget,0,"['klo', 'q', 'yg', 'jd', 'perwat', 'nya', 'ku', 'cekik', 'tuh', 'ank', 'psien', 'mpe', 'modar', 'di', 'tolong', 'gk', 'tau', 'diri', 'bget']"
782,Klinik Afiyah,,nan,0,['nan']
783,Lyn Hws,"Lelaki baju merah nie, seharusnya di cek dulu, mungkin dia ada sakit mental, maklumlah musim pandemik, banyak orang sudah gila. Terbaik bpk celana pendek telah menolong dan meleraikan. Satpam di rumah kan aja karena ngga ada fungsional nya. Staff peraw…",lelaki baju merah nie cek sakit mental maklum musim pandemik orang gila baik bpk celana pendek tolong lerai satpam rumah aja fungsional staff peraw,-1,"['lelaki', 'baju', 'merah', 'nie', 'seharusnya', 'di', 'cek', 'dulu', 'mungkin', 'dia', 'ada', 'sakit', 'mental', 'maklumlah', 'musim', 'pandemik', 'banyak', 'orang', 'sudah', 'gila', 'terbaik', 'bpk', 'celana', 'pendek', 'telah', 'menolong', 'dan', 'meleraikan', 'satpam', 'di', 'rumah', 'kan', 'aja', 'karena', 'ngga', 'ada', 'fungsional', 'nya', 'staff', 'peraw']"
784,Dodi,,nan,0,['nan']
785,Ichfar Ippank,Uknum Polisi yg tolol tdk m'beri contoh mrusak Citra instansi pke sebut² pdhl tdk dlm tugas,uknum polisi tolol m contoh mrusak citra instansi pke pdhl dlm tugas,0,"['uknum', 'polisi', 'yg', 'tolol', 'tdk', 'm', 'beri', 'contoh', 'mrusak', 'citra', 'instansi', 'pke', 'sebut', 'pdhl', 'tdk', 'dlm', 'tugas']"
786,Eny Wiandani,"Keinget 8 thn yg lalu, gara"" G bsa diinfus ditangan kanan & kiri jd mau diinfus dikaki, pas mau disuntik kekaki langsung dong ya kta sepakin perawatnya , dan akhirnya perawatnya ngalah ngelihat pasiennya nangis ketakutan disuntik dikaki , perawat…",keinget thn gara bsa infus tang kanan kiri jd infus kaki pas suntik kak langsung ya kta sepakin awat awat ngalah ngelihat pasien nang takut suntik kaki awat,1,"['keinget', 'thn', 'yg', 'lalu', 'gara', 'g', 'bsa', 'diinfus', 'ditangan', 'kanan', 'kiri', 'jd', 'mau', 'diinfus', 'dikaki', 'pas', 'mau', 'disuntik', 'kekaki', 'langsung', 'dong', 'ya', 'kta', 'sepakin', 'perawatnya', 'dan', 'akhirnya', 'perawatnya', 'ngalah', 'ngelihat', 'pasiennya', 'nangis', 'ketakutan', 'disuntik', 'dikaki', 'perawat']"
787,Fauzi Fauzi,,nan,0,['nan']
788,Yere Mias,Itu SECURITY nya ( pakai safari ) knp bnyak diam knpa TK ada aksi nya.,security pakai safari knp bnyak diam knpa tk aksi,0,"['itu', 'security', 'nya', 'pakai', 'safari', 'knp', 'bnyak', 'diam', 'knpa', 'tk', 'ada', 'aksi', 'nya']"
789,Yohanes Alexsia Wisang Anarkhy,yg pakai baju merah itu manusia apa bintang ? harimau saja mau nyerang mangsanya ngendap2 ..tapi Baju merah ini mengalah kan buas nya harimau ..lansung nyerang  brutal liar dasar otak binatang. .. paling2 minta mf mslh selesai.. bangsat banget,pakai baju merah manusia bintang harimau nyerang mangsa ngendap baju merah kalah buas harimau lansung nyerang brutal liar dasar otak binatang mf mslh selesai bangsat banget,-1,"['yg', 'pakai', 'baju', 'merah', 'itu', 'manusia', 'apa', 'bintang', 'harimau', 'saja', 'mau', 'nyerang', 'mangsanya', 'ngendap', 'tapi', 'baju', 'merah', 'ini', 'mengalah', 'kan', 'buas', 'nya', 'harimau', 'lansung', 'nyerang', 'brutal', 'liar', 'dasar', 'otak', 'binatang', 'paling', 'minta', 'mf', 'mslh', 'selesai', 'bangsat', 'banget']"
790,Aqiilah Vino,"Anak gue juga pernah di infus,sampai berdarah waktu mau disuntik,tapi gue ga sampai segitunya,gue berpikir mungkin dokternya bego,makanya gue maklumin,yg Jambak rambut susternya itu tidak dibenar kan,tp itu hal yg spontan dilakukan karena orang tua pas…",anak gue infus darah suntik gue ga segitunya gue pikir dokter bego gue maklumin jambak rambut suster benar spontan orang tua pas,1,"['anak', 'gue', 'juga', 'pernah', 'di', 'infus', 'sampai', 'berdarah', 'waktu', 'mau', 'disuntik', 'tapi', 'gue', 'ga', 'sampai', 'segitunya', 'gue', 'berpikir', 'mungkin', 'dokternya', 'bego', 'makanya', 'gue', 'maklumin', 'yg', 'jambak', 'rambut', 'susternya', 'itu', 'tidak', 'dibenar', 'kan', 'tp', 'itu', 'hal', 'yg', 'spontan', 'dilakukan', 'karena', 'orang', 'tua', 'pas']"
791,Amely Lie,Kaya ny biaasa deh kl madalah infus berdarah mah..mungkin bpk nya lg bnyk pikiraan jd stres,kaya ny biaasa kl mada infus darah mah bpk lg bnyk pikiraan jd stres,0,"['kaya', 'ny', 'biaasa', 'deh', 'kl', 'madalah', 'infus', 'berdarah', 'mah', 'mungkin', 'bpk', 'nya', 'lg', 'bnyk', 'pikiraan', 'jd', 'stres']"
792,Farhan Farid,"Sy pernah ngalamin 10 thn yg silam,mau Pasang infus di tangan  sampai suntik berkali-kali kasian anak saya sampai berdarah.",sy ngalamin thn silam pasang infus tangan suntik kali kali kasi anak darah,0,"['sy', 'pernah', 'ngalamin', 'thn', 'yg', 'silam', 'mau', 'pasang', 'infus', 'di', 'tangan', 'sampai', 'suntik', 'berkali', 'kali', 'kasian', 'anak', 'saya', 'sampai', 'berdarah']"
793,Muchammad Adha Yuliatmoko,Besok2 kalo dia sakit langsung suntik mati aja,besok kalo sakit langsung suntik mati aja,-1,"['besok', 'kalo', 'dia', 'sakit', 'langsung', 'suntik', 'mati', 'aja']"
794,Shopie Hana,Huufff sya juga kdg bentak suster nya juga .krna kondisi ank sya gimna ya .sya lgsung menangis. ..tpi bbrpa saat lgi sya minta maaf lgi..dan suster nya bilg iya buk .sya Pham sya juga seorang ibuk,huufff sya kdg bentak suster krna kondisi ank sya gimna ya sya lgsung menang tpi bbrpa lgi sya maaf lgi suster bilg iya buk sya pham sya ibuk,1,"['huufff', 'sya', 'juga', 'kdg', 'bentak', 'suster', 'nya', 'juga', 'krna', 'kondisi', 'ank', 'sya', 'gimna', 'ya', 'sya', 'lgsung', 'menangis', 'tpi', 'bbrpa', 'saat', 'lgi', 'sya', 'minta', 'maaf', 'lgi', 'dan', 'suster', 'nya', 'bilg', 'iya', 'buk', 'sya', 'pham', 'sya', 'juga', 'seorang', 'ibuk']"
795,Dadan Darusalam,"Anjing tuh bapak2 goblok . Ga segitunya kali . Ngejambak perempuan ampe sgtunya , klo pun tuh perawat salah , harusny komplain ke atasanny . Bukan main fisik . Ap lg sama wanita ..",anjing tuh goblok ga segitunya kali ngejambak perempuan ampe sgtunya klo tuh awat salah harusny komplain atasanny main fisik ap lg wanita,-1,"['anjing', 'tuh', 'bapak', 'goblok', 'ga', 'segitunya', 'kali', 'ngejambak', 'perempuan', 'ampe', 'sgtunya', 'klo', 'pun', 'tuh', 'perawat', 'salah', 'harusny', 'komplain', 'ke', 'atasanny', 'bukan', 'main', 'fisik', 'ap', 'lg', 'sama', 'wanita']"
796,Jaya Barandal,Dokter emang harus di gituin wong dia bayar ko. Yang pakai BPJS pun harus bgt kalo mereka ga mau ladenin/ga becus ladenin.suruh jadi dukun urut AE jgn jadi perawat)dokter.,dokter emang gituin bayar ko pakai bpjs kalo ga ladenin ga becus ladenin suruh dukun urut ae jgn awat dokter,-1,"['dokter', 'emang', 'harus', 'di', 'gituin', 'wong', 'dia', 'bayar', 'ko', 'yang', 'pakai', 'bpjs', 'pun', 'harus', 'bgt', 'kalo', 'mereka', 'ga', 'mau', 'ladenin', 'ga', 'becus', 'ladenin', 'suruh', 'jadi', 'dukun', 'urut', 'ae', 'jgn', 'jadi', 'perawat', 'dokter']"
797,Sumantri My,"""Yang baju merah jangan sampai lepas"" (alm.kasino).",baju merah lepas alm kasino,-1,"['yang', 'baju', 'merah', 'jangan', 'sampai', 'lepas', 'alm', 'kasino']"
798,Mul Jr.,,nan,0,['nan']
799,S Pradiptya,Lucu liat yang pake baju safari... Bukannya nenangin/ngelerai malah nonton,lucu liat pake baju safari nenangin ngelerai nonton,0,"['lucu', 'liat', 'yang', 'pake', 'baju', 'safari', 'bukannya', 'nenangin', 'ngelerai', 'malah', 'nonton']"
800,Ayu Fransiska,"Kalau cabut infus, pasang infus gak mau berdarah... Besok besok berobat ke paranormal aja pak",cabut infus pasang infus darah besok besok obat paranormal aja,0,"['kalau', 'cabut', 'infus', 'pasang', 'infus', 'gak', 'mau', 'berdarah', 'besok', 'besok', 'berobat', 'ke', 'paranormal', 'aja', 'pak']"
801,Lilis Haris,,nan,0,['nan']
802,Aldy,Garang2 dahulu.. ketangkap ciut... Bawa aja pulang ke rumah trus infus dan rawat sndri.. itu mah udah mending.. susternya udah berusaha ... Kalau kelalaian yg berakibat fatal mah keg kejadian yg prnh gw nnton wajar marah2...,garang tangkap ciut bawa aja pulang rumah trus infus rawat sndri mah udah mending suster udah usaha lalai akibat fatal mah keg jadi prnh nnton wajar marah,-1,"['garang', 'dahulu', 'ketangkap', 'ciut', 'bawa', 'aja', 'pulang', 'ke', 'rumah', 'trus', 'infus', 'dan', 'rawat', 'sndri', 'itu', 'mah', 'udah', 'mending', 'susternya', 'udah', 'berusaha', 'kalau', 'kelalaian', 'yg', 'berakibat', 'fatal', 'mah', 'keg', 'kejadian', 'yg', 'prnh', 'gw', 'nnton', 'wajar', 'marah']"
